"rings","length","diameter","height","whole_weight","shucked_weight","viscera_weight","shell_weight","sex_M","sex_I","sex_F"
15.0,-0.3663172010194386,-0.18018217058842645,0.13110175841027571,-0.5021363658037404,-0.5760758233981872,-0.5436666100561196,0.11615539117862707,0.0,1.0,0.0
5.0,-2.5313075776139744,-2.447416184154737,-2.0206155102723216,-1.578832581197548,-1.52217967052526,-1.5380628654861457,-1.5720306242641875,0.0,1.0,0.0
12.0,0.8410812782352064,0.6259454786795946,0.3701814549305645,0.7478916266894488,1.277837191329387,0.22721856043779984,0.5435897227481907,0.0,1.0,0.0
8.0,-0.6993926435724439,-0.8855438636979452,-1.0642967241911672,-1.022131697101886,-0.9455068494192348,-1.1092864984658592,-0.9973290019857824,0.0,1.0,0.0
6.0,-2.4064042866565973,-2.3466502279962342,-1.7815358137520332,-1.5645581995540694,-1.5266849269401508,-1.4650796540784377,-1.5792143945426675,0.0,1.0,0.0
13.0,-0.6993926435724439,-0.6336289733016889,-0.9447568759310226,-0.9436225980627544,-1.0694014008287325,-0.8219151035480077,-0.8536535964161812,0.0,1.0,0.0
12.0,-0.15814504942381,-0.18018217058842645,0.8483408479711415,-0.278844252952184,-0.4161392206695629,-0.2791024687031768,-0.17119541996057544,0.0,0.0,1.0
8.0,0.4247369750439492,0.5755625006003438,1.326500241011719,0.3420913485391313,0.2596492415640604,0.6058189696152869,1.6606660010518401,0.0,0.0,1.0
9.0,0.4247369750439492,0.4244135663625896,-0.2275177863701569,-0.08919889683168361,-0.18637114351013095,0.11318229261325567,-0.08858206175805466,1.0,0.0,0.0
8.0,-0.3663172010194386,-0.43209706098468337,-0.9447568759310226,-0.7498988471869745,-0.6256336439619863,-0.8857754135297524,-0.7458970422389802,0.0,1.0,0.0
12.0,0.9243501388734578,0.9282433471551028,0.6092611514508534,0.9059294234565319,1.3251423836857399,0.2956403211325265,0.9063701218114336,1.0,0.0,0.0
11.0,0.9659845691925836,0.8778603690758515,0.7288009997109978,0.8111067453962819,0.5885329598510906,1.7917961549905481,0.3496279252292289,0.0,0.0,1.0
6.0,-2.822748589847854,-0.3313311048261806,-0.4665974828904457,-0.7427616563652353,-0.7360124261268114,-0.6941944835845181,-0.6381404880617795,0.0,1.0,0.0
10.0,0.4663714053630749,0.5251795225210923,0.011561910150131957,0.0015453864732868586,0.14476520298434456,-0.14225894731372352,-0.005968703555534085,0.0,1.0,0.0
4.0,-2.6562108685713515,-2.5985651183924907,-1.7815358137520332,-1.6084009431733246,-1.5289375551475963,-1.5471857669121094,-1.6223170162135476,0.0,1.0,0.0
11.0,0.6329091266395778,0.5755625006003438,0.6092611514508534,0.44609041479876055,0.4759015494788201,0.4917827017907426,0.5471816078874308,1.0,0.0,0.0
9.0,0.29983368408657296,0.32364761020408683,-0.10797793811001244,-0.053512942722987435,-0.04220293823362476,-0.17418910230459594,0.14489047229254734,0.0,0.0,1.0
10.0,0.008392671852692902,-0.029033236350672287,-0.10797793811001244,-0.1452768247167779,-0.13005543832399566,0.32300902541041715,-0.3148708255301766,1.0,0.0,0.0
8.0,-0.24141391006206145,-0.3313311048261806,-0.4665974828904457,-0.488881582849082,-0.2336763358664847,-0.5391051593431377,-0.7063863057073398,0.0,1.0,0.0
8.0,-0.4495860616576901,-0.5328630171431862,0.967880696231286,-0.7111540970118186,-0.6932124901853487,-0.6896330328715363,-0.6345486029225395,0.0,1.0,0.0
9.0,-1.199005807401952,-1.1878417321734536,-0.4665974828904457,-1.1128759804068569,-1.089675054695741,-1.049987639197096,-1.1050855561629835,1.0,0.0,0.0
9.0,0.4663714053630749,0.474796544441841,1.326500241011719,2.1008990867534467,2.6384246286264146,2.2388183248627613,1.4523366629759185,1.0,0.0,0.0
10.0,0.29983368408657296,0.1724986759663327,0.011561910150131957,0.180994755705588,0.185312510718362,0.15423534903009167,0.1520742425710274,0.0,1.0,0.0
10.0,0.757812417596955,0.7267114348380973,0.6092611514508534,0.6785589158496961,0.6921538573935796,1.0984556466173183,0.47534390510263,0.0,0.0,1.0
17.0,0.4247369750439492,0.2732646321248354,0.2506416066704201,-0.04841494927888785,-0.2990025538824017,-0.1650662008786324,0.2239119453558281,1.0,0.0,0.0
12.0,-1.1573713770828264,-1.2382247102527049,-0.8252170276708786,-1.0975820000745582,-1.0716540290361778,-1.0226189349192056,-1.0871261304667832,1.0,0.0,0.0
15.0,0.9243501388734578,0.7267114348380973,1.2069603927515746,1.301533714718651,1.0052691782284915,1.116701449469245,1.301477487127837,1.0,0.0,0.0
8.0,0.7994468479160807,0.2732646321248354,0.3701814549305645,0.373698907892548,0.5299646264575097,0.5054670539296879,0.2598307967482284,0.0,0.0,1.0
10.0,0.5496402660013264,0.676328456758846,0.13110175841027571,0.297229006231056,0.4871646905160472,0.2409029125767452,0.14489047229254734,0.0,1.0,0.0
12.0,1.0492534298308351,0.9282433471551028,0.6092611514508534,0.6438925604298198,0.5660066777766364,0.3412548282623443,0.9063701218114336,0.0,0.0,1.0
9.0,0.38310254472482347,0.2732646321248354,-0.3470576346303013,0.13817161077515247,0.10647052345777254,0.026514729066601943,0.2598307967482284,1.0,0.0,0.0
14.0,0.9243501388734578,1.0290093033136056,0.8483408479711415,0.7825579821093249,0.9647218704944744,0.7335395895787767,0.8704512704190334,0.0,0.0,1.0
9.0,0.6745435569587035,0.676328456758846,0.011561910150131957,0.5888342312335453,0.8813746268189943,0.6970479838749225,0.25264702646974835,1.0,0.0,0.0
11.0,-0.28304834038118715,-0.2809481267469292,-0.10797793811001244,-0.5857434582869718,-0.6391494132066587,-0.7808620471311717,-0.3507896769225769,1.0,0.0,0.0
11.0,0.29983368408657296,0.474796544441841,0.3701814549305645,-0.06472852830000615,-0.08725550238253278,0.08581358833536504,0.026358262697626214,1.0,0.0,0.0
11.0,1.0492534298308351,1.1801582375513595,0.8483408479711415,1.443257932464616,1.4738158453771373,1.623022478610222,1.1937209329506364,1.0,0.0,0.0
9.0,0.3414681144056977,0.32364761020408683,-0.3470576346303013,-0.05453254141180721,0.000596997707838096,0.01739182764063839,-0.17119541996057544,1.0,0.0,0.0
11.0,0.9243501388734578,0.7770944129173487,1.2069603927515746,1.1169863520422505,1.2372898835953692,0.9844193787927741,1.2009047032291165,0.0,0.0,1.0
10.0,0.5912746963204522,0.5251795225210923,0.7288009997109978,0.6133045997652228,0.9489534730423562,0.6833636317359773,0.18799309396342773,1.0,0.0,0.0
12.0,1.5488665936603427,1.6336050402646212,1.326500241011719,2.348661568136681,2.8524243083337293,2.845491269689337,1.7325037038366409,0.0,0.0,1.0
15.0,-0.19977947974293567,-0.18018217058842645,-0.2275177863701569,-0.3940589047888319,-0.4904759515152616,-0.15594329945266885,-0.3148708255301766,0.0,0.0,1.0
7.0,-1.2822746680402035,-1.3893736444904583,-1.1838365724513116,-1.3116977247267358,-1.3036747344030548,-1.2598143719942576,-1.2487609617325846,0.0,1.0,0.0
4.0,-2.6145764382522256,-2.5985651183924907,-2.2596952067926104,-1.6084009431733246,-1.5582217218443866,-1.57455447119,-1.640276441909748,0.0,1.0,0.0
13.0,-0.6161237829341925,-0.5832459952224375,-0.10797793811001244,-0.5480183068006356,-0.5783284516056326,-0.3977001872407027,-0.6740593394541797,0.0,0.0,1.0
9.0,-0.7410270738915696,-0.7343949294601911,-0.7056771794107342,-0.9150738347757972,-0.8554017211214182,-0.8629681599648437,-0.9254912992009816,0.0,0.0,1.0
13.0,-0.28304834038118715,-0.07941621442992368,0.13110175841027571,-0.3369613782149178,-0.67293883631834,-0.4661219479354294,0.09101219520394682,0.0,0.0,1.0
7.0,-0.6577582132533182,-0.8351608856186938,-0.9447568759310226,-0.9191522295310768,-0.8103491569725101,-0.7352475400013541,-1.0763504750490631,0.0,1.0,0.0
22.0,0.17493039312919578,0.1221156978870813,0.011561910150131957,-0.15955120636025644,-0.5039917207599339,-0.4615604972224476,0.11615539117862707,1.0,0.0,0.0
8.0,-0.11651061910468427,-0.23056514866767785,0.2506416066704201,-0.4154704772540496,-0.22466582303670304,-0.5619124129080467,-0.4765056567959781,0.0,1.0,0.0
17.0,1.0908878601499608,0.7770944129173487,1.326500241011719,1.6135309134975384,1.2080057168985785,1.6184610278972402,1.7684225552290411,1.0,0.0,0.0
6.0,-0.4912204919768153,-0.6336289733016889,-0.8252170276708786,-0.8712310911565418,-0.5287706310418336,-1.3327975834019659,-0.9326750694794618,0.0,1.0,0.0
10.0,-0.6577582132533182,-0.5328630171431862,-0.7056771794107342,-0.7896631960509504,-0.8058439005576192,-0.7033173850104816,-0.6345486029225395,1.0,0.0,0.0
10.0,0.6329091266395778,0.5755625006003438,0.3701814549305645,0.8834982523024946,1.1944899476539066,0.5921346174763417,0.6549381620646317,1.0,0.0,0.0
6.0,-0.4495860616576901,-0.4824800390639348,-0.7056771794107342,-0.6775073402807622,-0.5512969131162877,-0.4889292015003383,-0.7818158936313806,0.0,0.0,1.0
8.0,0.5912746963204522,0.22288165404558408,0.6092611514508534,0.3176209800074539,0.4195858442926848,0.2409029125767452,0.24187137105202824,0.0,1.0,0.0
11.0,-0.6993926435724439,-0.5328630171431862,-0.5861373311505897,-0.8437019265584048,-0.9049595416852172,-0.8036693006960806,-0.7746321233529005,0.0,0.0,1.0
13.0,0.5912746963204522,0.9282433471551028,0.967880696231286,0.45730600037577895,0.3655227673139949,0.10405939118729214,1.0859643787734354,0.0,0.0,1.0
9.0,-1.5737156802740833,-1.4397566225697098,-1.0642967241911672,-1.2872273561950585,-1.2608747984615922,-1.3054288791240751,-1.2128421103401843,1.0,0.0,0.0
7.0,-0.9908336558063237,-1.590905556807464,-1.1838365724513116,-1.1036995922074777,-1.042369862339387,-1.072794892762005,-1.1374125224161438,0.0,1.0,0.0
15.0,0.6745435569587035,0.676328456758846,0.967880696231286,0.21973950588074398,0.15602834402157165,0.35037772968830777,0.40350620231782935,1.0,0.0,0.0
8.0,0.008392671852692902,0.021349741728578533,-0.10797793811001244,-0.0779833112546649,0.21234404920770672,0.15879679974307345,-0.4441786905428177,0.0,0.0,1.0
8.0,-1.365543528678455,-1.1374587540942025,-0.8252170276708786,-1.1985222702677276,-1.229338003557357,-1.1640239070216407,-1.0332478533781828,1.0,0.0,0.0
9.0,1.5072321633412171,1.4320731279476169,0.7288009997109978,0.7958127650639839,1.2620687938772686,0.5054670539296879,0.44660882398870977,0.0,0.0,1.0
10.0,0.757812417596955,0.6259454786795946,0.489721303190709,0.3849144934695669,0.5119436007979464,0.5373972089205603,0.2957496481406288,1.0,0.0,0.0
11.0,-1.7818878318697118,-1.7420544910452185,-1.9010756620121771,-1.445265152962142,-1.4320745422274437,-1.3464819355409114,-1.4283552186945858,1.0,0.0,0.0
10.0,1.2157911511073378,1.1801582375513595,1.326500241011719,1.205691437969581,0.9624692422870288,1.709690042156876,1.0895562639126757,0.0,0.0,1.0
9.0,0.5496402660013264,0.676328456758846,0.6092611514508534,0.506246737439134,0.4285963571224664,0.5784502653373963,0.5076708713557904,1.0,0.0,0.0
6.0,-0.7410270738915696,-0.7847779075394425,-1.0642967241911672,-0.88856426886648,-0.6323915285843225,-0.9633200756504426,-1.0799423601883031,0.0,1.0,0.0
9.0,-0.19977947974293567,0.1221156978870813,-0.10797793811001244,-0.3104518123056005,-0.2584552461483842,-0.356647130823867,-0.232257467327656,1.0,0.0,0.0
7.0,-0.8659303648489468,-0.8351608856186938,-0.7056771794107342,-1.0272296905459857,-1.0581382597915052,-0.9587586249374608,-0.9793695762895822,0.0,1.0,0.0
5.0,-2.0316944137844657,-2.0947353375999773,-1.4229162689716002,-1.5033822782248758,-1.4703692217540156,-1.4513953019394925,-1.5001929214793868,1.0,0.0,0.0
9.0,-0.532854922295941,-0.3313311048261806,0.011561910150131957,-0.6489585769938052,-0.7540334517863747,-0.6941944835845181,-0.2430331227453761,1.0,0.0,0.0
9.0,1.0908878601499608,0.8274773909966001,0.489721303190709,0.7652248043993869,0.8385746908775312,0.7381010402917585,0.6010598849760312,0.0,0.0,1.0
10.0,0.7161779872778292,0.8778603690758515,0.8483408479711415,0.8865570483689544,0.7687432164467236,1.2261762665808078,0.7662866013810724,0.0,0.0,1.0
10.0,1.5072321633412171,1.2305412156306113,0.7288009997109978,1.4993358603497102,1.138174242467771,1.946885479231928,1.4451528926974384,0.0,0.0,1.0
5.0,-2.0316944137844657,-2.0443523595207265,-0.9447568759310226,-1.4524023437838807,-1.3735062088338632,-1.387534991957747,-1.5001929214793868,1.0,0.0,0.0
20.0,-0.19977947974293567,-0.07941621442992368,0.6092611514508534,-0.2411191014658477,-0.4026234514248904,-0.3201555251200128,-0.09935771717577477,0.0,0.0,1.0
6.0,-1.6153501105932089,-1.9435864033622237,-1.5424561172317444,-1.4564807385391605,-1.4163061447753258,-1.4057807948096743,-1.4642740700869863,1.0,0.0,0.0
13.0,1.0076189995117093,0.9282433471551028,0.7288009997109978,0.7254604555354113,0.5457330239096276,0.852137308116303,0.8345324190266329,0.0,0.0,1.0
14.0,0.4663714053630749,0.4244135663625896,0.011561910150131957,0.3757381052701875,0.09295475421310004,0.32300902541041715,0.8704512704190334,1.0,0.0,0.0
9.0,-0.07487618878555855,-0.07941621442992368,-0.3470576346303013,-0.4817443920273426,-0.4251497334993446,-0.5755967650469921,-0.5088326230491382,0.0,1.0,0.0
12.0,1.2157911511073378,1.2305412156306113,1.5655799375320072,1.1679662864832447,1.277837191329387,0.6012575189023053,1.2727424060139167,0.0,0.0,1.0
14.0,0.4663714053630749,0.676328456758846,-0.10797793811001244,0.19628873603788652,0.14251257477689916,-0.14225894731372352,0.2598307967482284,0.0,0.0,1.0
9.0,0.5496402660013264,0.474796544441841,0.489721303190709,0.5327563033484515,0.6335855239999988,0.3731849832532167,0.3819548914823892,1.0,0.0,0.0
10.0,-0.03324175846643282,0.07173271980782991,0.13110175841027571,-0.049434547967707854,-0.121044925494214,-0.07383718661899713,0.3316684995330287,0.0,0.0,1.0
9.0,0.7994468479160807,0.9282433471551028,0.6092611514508534,0.9752621342962848,1.2440477682177051,0.6742407303100136,0.5471816078874308,1.0,0.0,0.0
9.0,-0.3246827707003129,-0.6336289733016889,0.489721303190709,0.08209368289005839,-0.22917107945159385,0.04019908120554727,0.5759166890013511,0.0,1.0,0.0
9.0,1.6321354542985942,1.4320731279476169,1.326500241011719,2.5372873255683617,3.2083395651101037,2.243379775575743,1.8869547648239613,0.0,0.0,1.0
12.0,0.757812417596955,0.676328456758846,0.6092611514508534,0.39613007904658537,0.590785588058536,0.13598954617816458,0.46456824968491,0.0,0.0,1.0
14.0,1.67376988461772,1.58322206218537,1.6851197857921516,2.679011543314327,3.0213714238921354,2.795315311846537,1.897730420241682,0.0,0.0,1.0
22.0,0.9659845691925836,1.1801582375513595,1.804659634052296,1.937763296542264,0.4240911007075756,0.9570506745148832,2.2353676233302453,0.0,0.0,1.0
10.0,-0.15814504942381,-0.23056514866767785,-0.5861373311505897,-0.7060561035677192,-0.67293883631834,-0.7033173850104816,-0.6129972920870992,1.0,0.0,0.0
13.0,-0.24141391006206145,-0.2809481267469292,0.13110175841027571,-0.639782188794426,-0.8306228108395187,-0.7534933428532811,-0.19274673079601565,0.0,1.0,0.0
6.0,-2.114963274422717,-2.0947353375999773,-1.4229162689716002,-1.4442455542733217,-1.4095482601529896,-1.3920964426707292,-1.4283552186945858,1.0,0.0,0.0
11.0,0.05002710217181863,0.1221156978870813,-0.2275177863701569,0.015819768116765377,0.0681758439312005,-0.1240131444617964,0.07305276950774665,0.0,1.0,0.0
16.0,-0.6161237829341925,-0.5832459952224375,0.011561910150131957,-0.7233892812776573,-0.67293883631834,-0.6531414271676821,-0.7997753193275807,0.0,1.0,0.0
12.0,0.5912746963204522,0.474796544441841,0.3701814549305645,0.4725999807080776,0.6944064856010247,0.3275704761233989,0.4394250537102297,0.0,0.0,1.0
10.0,0.8827157085543321,0.676328456758846,0.13110175841027571,0.4725999807080776,0.7079222548456973,0.3549391804012896,0.2957496481406288,0.0,1.0,0.0
12.0,1.2990600117455895,0.9282433471551028,1.0874205444914302,1.8602737961919529,1.8342363585684032,1.3219667315534254,1.6498903456341203,0.0,0.0,1.0
6.0,-0.07487618878555855,-0.3313311048261806,-0.7056771794107342,-0.4531956287403856,-0.26521313077072045,-0.45243759579648396,-0.6381404880617795,0.0,0.0,1.0
8.0,0.5080058356822007,0.4244135663625896,0.489721303190709,0.15448518979627074,0.20558616458537074,0.3731849832532167,-0.038295669808694185,0.0,0.0,1.0
8.0,0.5496402660013264,0.6259454786795946,0.2506416066704201,0.3400521511614915,0.5479856521170731,0.468975448225834,0.00839883700142605,1.0,0.0,0.0
8.0,0.7161779872778292,0.8778603690758515,1.0874205444914302,0.6612257381397578,0.7957747549360686,1.002665181644701,0.04431768839382639,0.0,0.0,1.0
10.0,0.2165648234483215,0.5251795225210923,0.8483408479711415,0.08209368289005839,-0.19763428454735804,0.01739182764063839,0.583100459279831,1.0,0.0,0.0
5.0,-1.8651566925079632,-1.8428204472037208,-1.5424561172317444,-1.4156967909863647,-1.362243067796636,-1.3920964426707292,-1.3996201375806658,0.0,1.0,0.0
8.0,-0.4495860616576901,-0.23056514866767785,-0.10797793811001244,-0.4878619841602619,-0.3733392847281001,-0.5527895114820831,-0.4944650824921781,1.0,0.0,0.0
8.0,0.008392671852692902,-0.23056514866767785,-0.2275177863701569,-0.4521760300515658,-0.558054797738624,-0.5071750043522654,-0.3148708255301766,0.0,1.0,0.0
9.0,0.757812417596955,0.676328456758846,0.13110175841027571,0.2523666639229806,0.14476520298434456,0.1314280954651828,0.583100459279831,0.0,0.0,1.0
18.0,0.4663714053630749,0.474796544441841,0.3701814549305645,0.015819768116765377,-0.19988691275480347,-0.3840158351017574,0.583100459279831,0.0,0.0,1.0
19.0,0.05002710217181863,0.021349741728578533,0.6092611514508534,-0.03516016632422934,-0.5377811438716152,-0.10576734160986932,0.00839883700142605,0.0,0.0,1.0
11.0,1.2990600117455895,1.3816901498683654,1.0874205444914302,1.7195691771348067,1.5684262300898446,1.6731984364530217,1.7325037038366409,1.0,0.0,0.0
8.0,-1.4488123893167064,-1.3389906664112072,-0.7056771794107342,-1.0935036053192786,-1.067148772621287,-1.0682334420490234,-1.065574819631343,1.0,0.0,0.0
9.0,0.09166153249094433,0.021349741728578533,-0.2275177863701569,-0.4511564313627458,-0.4116339642546721,-0.5299822579171742,-0.2969113998339764,0.0,1.0,0.0
15.0,-0.8659303648489468,-0.8351608856186938,-0.5861373311505897,-1.1016603948298378,-1.1685170419563302,-1.1275323013177865,-0.9003481032263015,1.0,0.0,0.0
5.0,-1.240640237721078,-1.0366927979356997,-1.1838365724513116,-1.0282492892348054,-0.9905594135681428,-1.132093752030768,-1.0332478533781828,1.0,0.0,0.0
15.0,0.2165648234483215,0.2732646321248354,0.13110175841027571,0.029074551071423888,-0.14131857936122272,0.09949794047431036,0.11615539117862707,1.0,0.0,0.0
10.0,0.6745435569587035,0.474796544441841,0.489721303190709,0.5969910207441044,0.7822589856913961,0.8430144066903393,0.2310957156343081,1.0,0.0,0.0
8.0,-1.2822746680402035,-1.2382247102527049,-1.0642967241911672,-1.2291102309323243,-1.1076960803553044,-1.177708259160586,-1.2308015360363844,0.0,1.0,0.0
9.0,-1.240640237721078,-1.2382247102527049,-1.0642967241911672,-1.1740519017360502,-1.1865380676158936,-1.1229708506048046,-1.051207279074383,1.0,0.0,0.0
6.0,-0.7826615042106954,-0.8351608856186938,-0.8252170276708786,-1.0598568485882225,-1.0829171700734048,-0.9177055685206248,-1.0116965425427429,0.0,1.0,0.0
10.0,0.4663714053630749,0.474796544441841,0.2506416066704201,0.373698907892548,0.6268276393776626,0.2819559689935812,0.3208928441153086,1.0,0.0,0.0
10.0,1.5905010239794686,1.3816901498683654,0.967880696231286,1.8592541975031325,2.3050356539244943,1.5181091122116412,1.509806825203759,1.0,0.0,0.0
10.0,-0.7410270738915696,-0.6840119513809397,-0.7056771794107342,-0.8600155055795231,-0.8599069775363091,-0.9815658785023696,-0.7818158936313806,0.0,1.0,0.0
10.0,1.2157911511073378,1.1801582375513595,0.967880696231286,1.6981576046695894,1.9874150766746912,1.677759887166003,1.3733151899126377,1.0,0.0,0.0
19.0,0.3414681144056977,0.474796544441841,0.8483408479711415,0.3757381052701875,-0.07824498955275112,0.2409029125767452,0.7986135676342326,0.0,0.0,1.0
19.0,1.0076189995117093,1.1801582375513595,1.2069603927515746,1.2943965238969115,1.3611844350048667,1.486178957220769,1.409234041305038,0.0,0.0,1.0
10.0,0.38310254472482347,0.22288165404558408,0.13110175841027571,0.008682577295026006,-0.024181912574061454,-0.3338398772589581,0.30652530355834845,0.0,1.0,0.0
10.0,-0.532854922295941,-0.6840119513809397,-0.10797793811001244,-0.6805661363472219,-0.8734227467809815,-0.5801582157599736,-0.3867085283149773,1.0,0.0,0.0
16.0,1.1325222904690866,1.58322206218537,1.326500241011719,1.9000381450559283,1.4985947556590369,1.3310896329793889,1.8761791094062417,0.0,0.0,1.0
20.0,0.3414681144056977,0.2732646321248354,1.0874205444914302,0.4144828554453437,-0.024181912574061454,0.21809565901183628,0.5112627564950304,1.0,0.0,0.0
6.0,-0.6161237829341925,-0.6840119513809397,-0.4665974828904457,-0.6856641297913213,-0.5332758874567244,-0.6668257793066273,-0.8536535964161812,0.0,1.0,0.0
16.0,1.0908878601499608,1.0793922813928571,1.4460400892718634,1.1098491612205108,0.3767859083512219,1.431441548664988,1.8043414066214407,1.0,0.0,0.0
14.0,1.8819420362133483,2.0366688648986324,2.282819027092873,3.4253577835304885,3.9314332197000814,3.087248157477372,2.6807613805960084,0.0,0.0,1.0
16.0,0.6329091266395778,0.7267114348380973,0.2506416066704201,0.4083652633124241,0.2213545620374884,0.8202071531254305,0.40350620231782935,0.0,0.0,1.0
9.0,0.8410812782352064,0.9282433471551028,0.8483408479711415,0.9059294234565319,0.9219219345530112,1.1075785480432818,0.9710240543177544,0.0,0.0,1.0
8.0,0.6329091266395778,0.5251795225210923,0.2506416066704201,0.8284399231062205,1.0953743065263084,0.852137308116303,0.36758735092542905,0.0,0.0,1.0
8.0,-1.5737156802740833,-1.590905556807464,-1.0642967241911672,-1.3127173234155556,-1.2608747984615922,-1.195954062012513,-1.3205986645173853,0.0,1.0,0.0
4.0,-2.697845298890477,-2.6489480964717425,-1.9010756620121771,-1.614518535306244,-1.5627269782592774,-1.5608701190510543,-1.6366845567705075,0.0,1.0,0.0
7.0,-0.8659303648489468,-1.0870757760149508,-0.8252170276708786,-1.0455824669447435,-1.0536330033766144,-1.0089345827802605,-0.9721858060111022,0.0,1.0,0.0
7.0,-1.199005807401952,-1.7420544910452185,-0.9447568759310226,-1.1638559148478511,-1.143738131674431,-1.154901005595677,-1.1410044075553838,1.0,0.0,0.0
7.0,-0.24141391006206145,-0.2809481267469292,-0.2275177863701569,-0.6448801822385256,-0.6346441567917679,-0.5892811171859372,-0.5663027852769787,0.0,1.0,0.0
17.0,0.25819925376744723,0.2732646321248354,0.6092611514508534,0.2880526180316768,-0.1052765280420961,0.4644139975128522,0.40350620231782935,0.0,0.0,1.0
10.0,0.6329091266395778,0.4244135663625896,0.489721303190709,0.6387945669857199,0.8092905241807411,0.4051151382440891,0.4897114456595902,1.0,0.0,0.0
13.0,1.340694442064715,1.1297752594721084,0.2506416066704201,1.0486732398913172,0.4691436648564839,1.0163495337836463,1.1578020815582362,1.0,0.0,0.0
14.0,0.5496402660013264,0.474796544441841,0.13110175841027571,0.4980899479285748,0.5209541136277281,0.08581358833536504,0.3316684995330287,1.0,0.0,0.0
10.0,1.5072321633412171,1.6336050402646212,1.0874205444914302,1.901057743744748,1.7463838584780322,1.7507430985737118,1.7899738660644813,0.0,0.0,1.0
8.0,-0.15814504942381,-0.5328630171431862,-0.3470576346303013,-0.4644112143174045,-0.49272857972270706,-0.5482280607691014,-0.3867085283149773,0.0,1.0,0.0
12.0,-0.03324175846643282,-0.029033236350672287,-0.3470576346303013,-0.3777453257677136,-0.531023259249279,-0.06471428519303357,-0.20711427135297575,0.0,0.0,1.0
7.0,-1.1157369467637006,-0.986309819856448,-1.3033764207114555,-0.9884849403708296,-0.8035912723501738,-1.0134960334932421,-1.1481881778338638,0.0,1.0,0.0
12.0,1.8819420362133483,1.885519930660878,1.5655799375320072,2.83806893877023,3.2601500138813484,2.193203817732944,2.81006924560865,1.0,0.0,0.0
10.0,-0.4495860616576901,-0.381714082905432,0.011561910150131957,-0.6734289455254826,-0.6751914645257854,-0.5299822579171742,-0.6740593394541797,0.0,1.0,0.0
6.0,-0.6161237829341925,-0.5832459952224375,-0.3470576346303013,-0.7162520904559181,-0.6121178747173138,-0.8355994556869529,-0.8680211369731414,0.0,1.0,0.0
6.0,-1.240640237721078,-1.3389906664112072,-0.9447568759310226,-1.2158554479776658,-1.094180311110632,-1.2643758227072397,-1.2487609617325846,0.0,1.0,0.0
6.0,-2.4064042866565973,-2.3466502279962342,-2.0206155102723216,-1.5533426139770503,-1.4974007602433606,-1.533501414773164,-1.5863981648211476,0.0,1.0,0.0
12.0,1.0076189995117093,0.7770944129173487,0.2506416066704201,0.6571473433844783,1.054826998792291,0.4644139975128522,0.3891386617608693,0.0,0.0,1.0
8.0,-1.0324680861254492,-0.9359268417771966,-1.1838365724513116,-1.0282492892348054,-0.9387489647968984,-0.9815658785023696,-1.0835342453275432,0.0,1.0,0.0
7.0,-0.6161237829341925,-0.4824800390639348,-0.2275177863701569,-0.7152324917670982,-0.7585387082012656,-0.4889292015003383,-0.7315295016820201,0.0,1.0,0.0
9.0,-1.2822746680402035,-1.1878417321734536,-0.5861373311505897,-1.1801694938689695,-1.1189592213925317,-1.1275323013177865,-1.176923258947784,0.0,0.0,1.0
9.0,1.0492534298308351,0.8274773909966001,0.3701814549305645,0.5980106194329247,0.8363220626700859,0.4324838425219797,0.4789357902418701,0.0,0.0,1.0
